"index","fiberhood","f3","netsecfootage","connected","completed","upstreamsection","downstreamchildren","f1percent","f2percent","f3percent","detaileddesignstatus","fiberpullfootage","ponlocationapproved","residentialhhp","strandfootage","constructionpackagestatus","project","permitsapproved","borefootage","asbuiltscomplete","specialprojectsmduhoaother","businesshhp","totalhhp","detaileddesignstartdate","ponsize","projectedborefootage","odc","ponlocationdesigned","detaileddesigncompletiondate","preliminarycxpsenttoconstruction","asbuiltsreceivedfromconstruction","phase","estimatedaerialpercent","estimatedugpercent","estimatedpathfootage","dateconstructionpassedtooperations","poncabinetsetdate","actualactivationdate","constructionstartdate","borefootagecompleted","remainingstrand","targetconstructioncompletedate","actualconstructioncompletedate","asbuiltssenttoengineering","constructionpercentagecompleted","dateopsapprovedforactivation","strandcompleted","targetactivationdate","borefootageremaining","odccabinetready","numpermits","permitapprovalstatus","permitapproveddate","permitsubmitdate","packagestatus","packagehomesearned","rolluphomesearned","downstreamhomes","ringestpackagefootage","ringpackagestatus","ringpercentcomplete","feederestpackagefootage","feederpackagestatus","feederpercentcomplete","f1f2f3estfootage","robustdetail","fhpercentcomplete","fhnetworkstatus","networkstatus","homesearned","ringhomesearnedshare","feederhomesearnedshare","fiberhoodhomesearnedshare","packagepercentcomplete","ring","feeder","hiearchy","hhp","coszonename","coscoalescezonegroup","coszonecurrentstatus","cossurveyorsignup","coszonestatus","cosfhname","cxinfrastructurecompletedate","plannedactivatedate","plannedmogroup","actualactivatedate","litmogroup","infactualcost","infactuallaborcost","infactualmaterialcost","inftotalstrand","inftotalduct","infpathfootage","infcostperpathmile","infcostperhhp","aerestcosttobuild","ugestcosttobuild","estcosttobuild","costtobuild","costperhhp","cabaddress","cabbandwidthtest10gigringcomplete","cabphase","cabsiteplancompleteest","cabrackconfigurecalixequipcomplete","cabstarte7finalconfigalarmfmptestingest","caboepwrmakereadystart","cabagghub","cabodccabinet","cabwirepowerodccabinetstartest","cabaddressrequestsubmitted","cabpermitsreceivedest","cabpermitssubmittedactual","cabe7finalconfigalarmfmptestingcomple","cabsplicetestringfibersstartest","cabcabinetproductionreadyactual","cabsiteplancompleteactual","cabstart10gigringturnuptestest","cabpermitssubmittedest","cabwirepowerodccabinetstartactual","cabpermitsreceivedactual","cabelectricalinspectionapprovedest","cabcabinetproductionreadyest","cabdesignpermitstart","cabwirepowerodccabinetcompleteactual","cabstart10gigringturnuptestactual","cabelectricalinspectionapprovedactual","cabconstructioncompleteactual","cabstartbandwidthtest10gigringactual","caboepwrappapproved","cabconstructionstartest","cabstarte7finalconfigalarmfmptestingactual","cabstartbandwidthtest10gigringest","caboepwrappsubmitted","cabsplicetestringfiberscomplete","cabsplicetestringfibersstartactual","cabsubtendring","cabrackbaseconfigurecalixequipstartest","cab10gigringturnuptestcomplete","cabodccabinetsize","cabconstructioncompleteest","cabrackbaseconfigurecalixequipstartactual","caboepwrconnectcomplete","cabsiteaddressrxd","cabconstructionstartactual","surveymrc","totalsurveys","surveyarpu","activemrc","actualmrc","totalsubscribers","firstinstall","activearpu","actualarpu","scheduledinstalls","firstschedinstall","earliestinstall","surveytakerate","subtakerate","combinedtakerate","penetrationbucket","surveybutnotsub","surveypercent","percentofsurveynowsub","notsubnorsurvey"
353,HK13A,HK13A,0,false,false,HIA02-2,{},0,0,0,Not Started,0.0,,,0,,Medina Fiber,,0,,,,188,,,36061,HIA02,"7/29/21",,,,"7",0.0,1.0,36061,,,,,0,0,,,,,,0,,"0.0",NO,0,No Permits,,,Planning,0,0,188,0,Planning,0.0,0,Planning,0.0,36061,"Ring: HIA Ring - Planning, Feeder: HIA02-2 - Planning, FH: Planning",0.0,Planning,Planning,0,0.0,0.0,0.0,0.0,HIA Ring,HIA02-2,F3,188,Hinckley 13 A (HK13A),Medina,Survey,Survey,Survey,HK13A,,,,,,,,,,,,,,0,677947,677947,677947.0,3606.1,TBD,,"7.0",,,,,HINCKLEY,HIA02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ODC 200,,,,,,2129.7,31.0,68.7,,,0.0,,,,,,,0.16,0.0,0.16,>10%,31.0,0.16,0.0,157.0
354,HK14,HK14,0,false,false,HIA02-2,{},0,0,0,Not Started,0.0,,,0,,Medina Fiber,,0,,,,191,,,12713,HIA02,"7/29/21",,,,"7",0.0,1.0,12713,,,,,0,0,,,,,,0,,"0.0",NO,0,No Permits,,,Planning,0,0,191,0,Planning,0.0,0,Planning,0.0,12713,"Ring: HIA Ring - Planning, Feeder: HIA02-2 - Planning, FH: Planning",0.0,Planning,Planning,0,0.0,0.0,0.0,0.0,HIA Ring,HIA02-2,F3,191,Hinckley 14 (HK14),Medina,Survey,Survey,Survey,HK14,,,,,,,,,,,,,,0,239004,239004,239004.0,1251.33,TBD,,"7.0",,,,,HINCKLEY,HIA02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ODC 200,,,,,,1469.79,22.0,66.81,,,0.0,,,,,,,0.12,0.0,0.12,>10%,22.0,0.12,0.0,169.0
355,HK08A,HK08A,0,false,false,HIA02-2,{},0,0,0,,0.0,,,0,,Medina Fiber,,0,,,,128,,,,HIA02,,,,,"7",0.0,0.0,0,,,,,0,0,,,,,,0,,"0.0",NO,0,No Permits,,,Planning,0,0,128,0,Planning,0.0,0,Planning,0.0,0,"Ring: HIA Ring - Planning, Feeder: HIA02-2 - Planning, FH: Planning",0.0,Planning,Planning,0,0.0,0.0,0.0,0.0,HIA Ring,HIA02-2,F3,128,Hinckley 08 A (HK08A),Medina,Survey,Survey,Survey,HK08A,,,,,,,,,,,,,,0,0,0,0.0,0.0,TBD,,"7.0",,,,,HINCKLEY,HIA02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ODC 200,,,,,,1197.83,16.0,74.86,,,0.0,,,,,,,0.12,0.0,0.12,>10%,16.0,0.12,0.0,112.0
356,HK12A,HK12A,0,false,false,HIA02-2,{},0,0,0,,0.0,,,0,,Medina Fiber,,0,,,,127,,,,HIA02,,,,,"7",0.0,0.0,0,,,,,0,0,,,,,,0,,"0.0",NO,0,No Permits,,,Planning,0,0,127,0,Planning,0.0,0,Planning,0.0,0,"Ring: HIA Ring - Planning, Feeder: HIA02-2 - Planning, FH: Planning",0.0,Planning,Planning,0,0.0,0.0,0.0,0.0,HIA Ring,HIA02-2,F3,127,Hinckley 12 A (HK12A),Medina,Survey,Survey,Survey,HK12A,,,,,,,,,,,,,,0,0,0,0.0,0.0,TBD,,"7.0",,,,,HINCKLEY,HIA02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ODC 200,,,,,,1179.83,17.0,69.4,,,0.0,,,,,,,0.13,0.0,0.13,>10%,17.0,0.13,0.0,110.0
357,HK13B,HK13B,0,false,false,HIA02-2,{},0,0,0,,0.0,,,0,,Medina Fiber,,0,,,,128,,,,HIA02,,,,,"7",0.0,0.0,0,,,,,0,0,,,,,,0,,"0.0",NO,0,No Permits,,,Planning,0,0,128,0,Planning,0.0,0,Planning,0.0,0,"Ring: HIA Ring - Planning, Feeder: HIA02-2 - Planning, FH: Planning",0.0,Planning,Planning,0,0.0,0.0,0.0,0.0,HIA Ring,HIA02-2,F3,128,Hinckley 13 B (HK13B),Medina,Survey,Survey,Survey,HK13B,,,,,,,,,,,,,,0,0,0,0.0,0.0,TBD,,"7.0",,,,,HINCKLEY,HIA02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ODC 200,,,,,,709.89,11.0,64.54,,,0.0,,,,,,,0.09,0.0,0.09,<10%,11.0,0.09,0.0,117.0
358,HK01A,HK01A,0,false,false,HIA08-1,{},0,0,0,Complete,0.0,,,0,Sent To Construction,Medina Fiber,,24187,,,,61,"2021-09-06",,15823,HIA08,"7/29/21","2021-09-14","2021-10-28",,"7",0.0,1.0,15823,,,,,0,0,,,,,,0,,"24187.0",NO,0,No Permits,,,Permitting,2,2,61,0,Planning,0.0,0,Planning,0.0,15823,"Ring: HIA Ring - Planning, Feeder: HIA08-1 - Planning, FH: Permitting",0.0375,Permitting,Permitting,2,0.0,0.0,2.2875,0.075,HIA Ring,HIA08-1,F3,61,Hinckley 01 A (HK01A),Medina,Survey,Survey,Survey,HK01A,,,,,,,,,,,,,,0,297472,297472,297472.0,4876.59,TBD,,"6.0",,,,,HINCKLEY,HIA08,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ODC 200,,,,,,79.99,1.0,79.99,,,0.0,,,,,,,0.02,0.0,0.02,<10%,1.0,0.02,0.0,60.0
359,HK01B,HK01B,0,false,false,HIA08-1,{},0,0,0,,0.0,,,0,,Medina Fiber,,0,,,,127,,,,HIA08,,,,,"7",0.0,0.0,0,,,,,0,0,,,,,,0,,"0.0",NO,0,No Permits,,,Planning,0,0,127,0,Planning,0.0,0,Planning,0.0,0,"Ring: HIA Ring - Planning, Feeder: HIA08-1 - Planning, FH: Planning",0.0,Planning,Planning,0,0.0,0.0,0.0,0.0,HIA Ring,HIA08-1,F3,127,Hinckley 01 B (HK01B),Medina,Survey,Survey,Survey,HK01B,,,,,,,,,,,,,,0,0,0,0.0,0.0,TBD,,"6.0",,,,,HINCKLEY,HIA08,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ODC 200,,,,,,359.94,6.0,59.99,,,0.0,,,,,,,0.05,0.0,0.05,<10%,6.0,0.05,0.0,121.0
360,BE16C,BE16C,0,false,false,HIA08-1,{},0,0,0,Not Started,0.0,,,0,,Medina Fiber,,0,,,,153,,,20911,HIA08,"7/29/21",,,,"7",0.0,1.0,20911,,,,,0,0,,,,,,0,,"0.0",NO,0,No Permits,,,Planning,0,0,153,0,Planning,0.0,0,Planning,0.0,20911,"Ring: HIA Ring - Planning, Feeder: HIA08-1 - Planning, FH: Planning",0.0,Planning,Planning,0,0.0,0.0,0.0,0.0,HIA Ring,HIA08-1,F3,153,Brunswick East 16 C (BE16C),Medina,Survey,Survey,Survey,BE16C,,,,,,,,,,,,,,0,393127,393127,393127.0,2569.46,TBD,,"6.0",,,,,HINCKLEY,HIA08,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ODC 200,,,,,,49.99,1.0,49.99,,,0.0,,,,,,,0.01,0.0,0.01,<10%,1.0,0.01,0.0,152.0
361,HK15A,HK15A,0,false,false,HIA08-1,{},0,0,0,Not Started,0.0,,,0,,Medina Fiber,,0,,,,122,,,34317,HIA08,"7/29/21",,,,"7",0.0,1.0,34317,,,,,0,0,,,,,,0,,"0.0",NO,0,No Permits,,,Planning,0,0,122,0,Planning,0.0,0,Planning,0.0,34317,"Ring: HIA Ring - Planning, Feeder: HIA08-1 - Planning, FH: Planning",0.0,Planning,Planning,0,0.0,0.0,0.0,0.0,HIA Ring,HIA08-1,F3,122,Hinckley 15 A (HK15A),Medina,Survey,Survey,Survey,HK15A,,,,,,,,,,,,,,0,645160,645160,645160.0,5288.2,TBD,,"6.0",,,,,HINCKLEY,HIA08,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ODC 200,,,,,,499.92,8.0,62.49,,,0.0,,,,,,,0.07,0.0,0.07,<10%,8.0,0.07,0.0,114.0
363,BE16B,BE16B,0,false,false,HIA08-1,{},0,0,0,,0.0,,,0,,Medina Fiber,,0,,,,128,,,,HIA08,,,,,"7",0.0,0.0,0,,,,,0,0,,,,,,0,,"0.0",NO,0,No Permits,,,Planning,0,0,128,0,Planning,0.0,0,Planning,0.0,0,"Ring: HIA Ring - Planning, Feeder: HIA08-1 - Planning, FH: Planning",0.0,Planning,Planning,0,0.0,0.0,0.0,0.0,HIA Ring,HIA08-1,F3,128,Brunswick East 16 B (BE16B),Medina,Survey,Survey,Survey,BE16B,,,,,,,,,,,,,,0,0,0,0.0,0.0,TBD,,"6.0",,,,,HINCKLEY,HIA08,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ODC 200,,,,,,299.96999999999997,3.0,99.99,,,0.0,,,,,,,0.02,0.0,0.02,<10%,3.0,0.02,0.0,125.0
364,BE16A,BE16A,0,false,false,HIA08-1,{},0,0,0,,0.0,,,0,,Medina Fiber,,0,,,,118,,,,HIA08,,,,,"7",0.0,0.0,0,,,,,0,0,,,,,,0,,"0.0",NO,0,No Permits,,,Planning,0,0,118,0,Planning,0.0,0,Planning,0.0,0,"Ring: HIA Ring - Planning, Feeder: HIA08-1 - Planning, FH: Planning",0.0,Planning,Planning,0,0.0,0.0,0.0,0.0,HIA Ring,HIA08-1,F3,118,Brunswick East 16 A (BE16A),Medina,Survey,Survey,Survey,BE16A,,,,,,,,,,,,,,0,0,0,0.0,0.0,TBD,,"6.0",,,,,HINCKLEY,HIA08,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ODC 200,,,,,,49.99,3.0,16.66,,,0.0,,,,,,,0.03,0.0,0.03,<10%,3.0,0.03,0.0,115.0
365,BE15,BE15,0,false,false,HIA08-1,{},0,0,0,Not Started,0.0,,,0,,Medina Fiber,,0,,HOA,,222,,,11201,HIA08,"7/29/21",,,,"7",0.0,1.0,11201,,,,,0,0,,,,,,0,,"0.0",NO,0,No Permits,,,Planning,0,0,222,0,Planning,0.0,0,Planning,0.0,11201,"Ring: HIA Ring - Planning, Feeder: HIA08-1 - Planning, FH: Planning",0.0,Planning,Planning,0,0.0,0.0,0.0,0.0,HIA Ring,HIA08-1,F3,222,Brunswick East 15 (BE15),Medina,Survey,Survey,Survey,BE15,,,,,,,,,,,,,,0,210579,210579,210579.0,948.55,TBD,,"6.0",,,,,HINCKLEY,HIA08,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ODC 200,,,,,,2189.74,33.0,66.36,,,0.0,,,,,,,0.15,0.0,0.15,>10%,33.0,0.15,0.0,189.0
366,BE14A,BE14A,0,false,false,HIA08-2,{},0,0,0,Complete,0.0,,,0,Sent To Construction,Medina Fiber,,28511,,,,128,"2021-12-08",,17456,HIA08,"7/29/21","2021-12-17","2021-12-29",,"7",0.0,1.0,17456,,,,,0,0,,,,,,0,,"28511.0",NO,0,No Permits,,,Permitting,5,5,128,0,Planning,0.0,0,Planning,0.0,17456,"Ring: HIA Ring - Planning, Feeder: HIA08-2 - Planning, FH: Permitting",0.0375,Permitting,Permitting,5,0.0,0.0,4.8,0.075,HIA Ring,HIA08-2,F3,128,Brunswick East 14 A (BE14A),Medina,Survey,Survey,Survey,BE14A,,,,,,,,,,,,,,0,328173,328173,328173.0,2563.85,TBD,,"6.0",,,,,HINCKLEY,HIA08,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ODC 200,,,,,,229.97,3.0,76.66,,,0.0,,,,,,,0.02,0.0,0.02,<10%,3.0,0.02,0.0,125.0
367,BE14B,BE14B,0,false,false,HIA08-2,{},0,0,0,,0.0,,,0,,Medina Fiber,,0,,,,187,,,,HIA08,,,,,"7",0.0,0.0,0,,,,,0,0,,,,,,0,,"0.0",NO,0,No Permits,,,Planning,0,0,187,0,Planning,0.0,0,Planning,0.0,0,"Ring: HIA Ring - Planning, Feeder: HIA08-2 - Planning, FH: Planning",0.0,Planning,Planning,0,0.0,0.0,0.0,0.0,HIA Ring,HIA08-2,F3,187,Brunswick East 14 B (BE14B),Medina,Survey,Survey,Survey,BE14B,,,,,,,,,,,,,,0,0,0,0.0,0.0,TBD,,"6.0",,,,,HINCKLEY,HIA08,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ODC 200,,,,,,684.91,8.0,85.61,,,0.0,,,,,,,0.04,0.0,0.04,<10%,8.0,0.04,0.0,179.0
368,BE13A,BE13A,0,false,false,HIA08-2,{},0,0,0,Complete,0.0,,,0,,Medina Fiber,,0,,HOA,,159,"2022-02-10",,14773,HIA08,"7/29/21","2022-02-17",,,"7",0.0,1.0,14773,,,,,0,0,,,,,,0,,"0.0",NO,0,No Permits,,,Construction Package,4,4,159,0,Planning,0.0,0,Planning,0.0,14773,"Ring: HIA Ring - Planning, Feeder: HIA08-2 - Planning, FH: Construction Package",0.025,Construction Package,Construction Package,4,0.0,0.0,3.975,0.05,HIA Ring,HIA08-2,F3,159,Brunswick East 13 A (BE13A),Medina,Survey,Survey,Survey,BE13A,,,,,,,,,,,,,,0,277732,277732,277732.0,1746.74,TBD,,"6.0",,,,,HINCKLEY,HIA08,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ODC 200,,,,,,389.94,6.0,64.99,,,0.0,,,,,,,0.04,0.0,0.04,<10%,6.0,0.04,0.0,153.0
369,BE13B,BE13B,0,false,false,HIA08-2,{},0,0,0,,0.0,,,0,,Medina Fiber,,0,,,,157,,,,HIA08,,,,,"7",0.0,0.0,0,,,,,0,0,,,,,,0,,"0.0",NO,0,No Permits,,,Planning,0,0,157,0,Planning,0.0,0,Planning,0.0,0,"Ring: HIA Ring - Planning, Feeder: HIA08-2 - Planning, FH: Planning",0.0,Planning,Planning,0,0.0,0.0,0.0,0.0,HIA Ring,HIA08-2,F3,157,Brunswick East 13 B (BE13B),Medina,Survey,Survey,Survey,BE13B,,,,,,,,,,,,,,0,0,0,0.0,0.0,TBD,,"6.0",,,,,HINCKLEY,HIA08,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ODC 200,,,,,,179.97,3.0,59.99,,,0.0,,,,,,,0.02,0.0,0.02,<10%,3.0,0.02,0.0,154.0
370,BE13.1,BE13.1,0,false,false,HIA08-2,{},0,0,0,On Hold,0.0,,,0,,Medina Fiber,,0,,,,45,,,,HIA08,"7/29/21",,,,"7",0.0,0.0,0,,,,,0,0,,,,,,0,,"0.0",NO,0,No Permits,,,Detailed Design,1,1,45,0,Planning,0.0,0,Planning,0.0,0,"Ring: HIA Ring - Planning, Feeder: HIA08-2 - Planning, FH: Detailed Design",0.0125,Detailed Design,Detailed Design,1,0.0,0.0,0.5625,0.025,HIA Ring,HIA08-2,F3,45,Brunswick East 13.1 (BE13.1),Medina,Survey,Survey,Survey,BE13.1,,,,,,,,,,,,,,0,0,0,0.0,0.0,TBD,,"6.0",,,,,HINCKLEY,HIA08,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ODC 200,,,,,,49.99,1.0,49.99,,,0.0,,,,,,,0.02,0.0,0.02,<10%,1.0,0.02,0.0,44.0
371,HK03A,HK03A,0,false,false,HIA09-1,{},0,0,0,Complete,0.0,,,0,Sent To Construction,Medina Fiber,,43935,,,,159,"2021-09-20",,25593,HIA09,"7/29/21","2021-10-28","2021-11-10",,"7",0.0,1.0,25593,,,,,0,0,,,,,,0,,"43935.0",NO,0,No Permits,,,Permitting,6,6,159,0,Planning,0.0,0,Planning,0.0,25593,"Ring: HIA Ring - Planning, Feeder: HIA09-1 - Planning, FH: Permitting",0.0375,Permitting,Permitting,6,0.0,0.0,5.9624999999999995,0.075,HIA Ring,HIA09-1,F3,159,Hinckley 03 A (HK03A),Medina,Survey,Survey,Survey,HK03A,,,,,,,,,,,,,,0,481148,481148,481148.0,3026.09,TBD,,"6.0",,,,,HINCKLEY,HIA09,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ODC 200,,,,,,225.95000000000002,4.0,56.49,,,0.0,,,,,,,0.03,0.0,0.03,<10%,4.0,0.03,0.0,155.0
372,HK02,HK02,0,false,false,HIA09-1,{},0,0,0,Complete,0.0,,,0,Sent To Construction,Medina Fiber,,32205,,,,144,"2021-09-13",,32991,HIA09,"7/29/21","2021-10-19","2021-11-03",,"7",0.0,1.0,32991,,,,,0,0,,,,,,0,,"32205.0",NO,1,Not Submitted,,,Permitting,5,5,144,0,Planning,0.0,0,Planning,0.0,32991,"Ring: HIA Ring - Planning, Feeder: HIA09-1 - Planning, FH: Permitting",0.0375,Permitting,Permitting,5,0.0,0.0,5.3999999999999995,0.075,HIA Ring,HIA09-1,F3,144,,,,,,,,,,,,,,,,,,,,0,620231,620231,620231.0,4307.16,TBD,,"6.0",,,,,HINCKLEY,HIA09,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ODC 200,,,,,,,0.0,,,,0.0,,,,,,,0.0,0.0,0.0,<10%,0.0,0.0,0.0,144.0
373,BE12A,BE12A,0,false,false,HIA09-1,{},0,0,0,Not Started,0.0,,,0,,Medina Fiber,,0,,,,160,,,17493,HIA09,"7/29/21",,,,"7",0.0,1.0,17493,,,,,0,0,,,,,,0,,"0.0",NO,0,No Permits,,,Planning,0,0,160,0,Planning,0.0,0,Planning,0.0,17493,"Ring: HIA Ring - Planning, Feeder: HIA09-1 - Planning, FH: Planning",0.0,Planning,Planning,0,0.0,0.0,0.0,0.0,HIA Ring,HIA09-1,F3,160,Brunswick East 12 A (BE12A),Medina,Survey,Survey,Survey,BE12A,,,,,,,,,,,,,,0,328868,328868,328868.0,2055.43,TBD,,"6.0",,,,,HINCKLEY,HIA09,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ODC 200,,,,,,229.96,5.0,45.99,,,0.0,,,,,,,0.03,0.0,0.03,<10%,5.0,0.03,0.0,155.0
374,HK07B,HK07B,0,false,false,HIA09-1,{},0,0,0,Not Started,0.0,,,0,,Medina Fiber,,0,,,,126,,,35020,HIA09,"7/29/21",,,,"7",0.0,1.0,35020,,,,,0,0,,,,,,0,,"0.0",NO,0,No Permits,,,Planning,0,0,126,0,Planning,0.0,0,Planning,0.0,35020,"Ring: HIA Ring - Planning, Feeder: HIA09-1 - Planning, FH: Planning",0.0,Planning,Planning,0,0.0,0.0,0.0,0.0,HIA Ring,HIA09-1,F3,126,Hinckley 07 B (HK07B),Medina,Survey,Survey,Survey,HK07B,,,,,,,,,,,,,,0,658376,658376,658376.0,5225.21,TBD,,"6.0",,,,,HINCKLEY,HIA09,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ODC 200,,,,,,877.86,13.0,67.53,,,0.0,,,,,,,0.1,0.0,0.1,<10%,13.0,0.1,0.0,113.0
375,HK07A,HK07A,0,false,false,HIA09-1,{},0,0,0,,0.0,,,0,,Medina Fiber,,0,,,,156,,,,HIA09,,,,,"7",0.0,0.0,0,,,,,0,0,,,,,,0,,"0.0",NO,0,No Permits,,,Planning,0,0,156,0,Planning,0.0,0,Planning,0.0,0,"Ring: HIA Ring - Planning, Feeder: HIA09-1 - Planning, FH: Planning",0.0,Planning,Planning,0,0.0,0.0,0.0,0.0,HIA Ring,HIA09-1,F3,156,Hinckley 07 A (HK07A),Medina,Survey,Survey,Survey,HK07A,,,,,,,,,,,,,,0,0,0,0.0,0.0,TBD,,"6.0",,,,,HINCKLEY,HIA09,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ODC 200,,,,,,1109.84,16.0,69.36,,,0.0,,,,,,,0.1,0.0,0.1,<10%,16.0,0.1,0.0,140.0
376,BE12B,BE12B,0,false,false,HIA09-1,{},0,0,0,,0.0,,,0,,Medina Fiber,,0,,,,160,,,,HIA09,,,,,"7",0.0,0.0,0,,,,,0,0,,,,,,0,,"0.0",NO,0,No Permits,,,Planning,0,0,160,0,Planning,0.0,0,Planning,0.0,0,"Ring: HIA Ring - Planning, Feeder: HIA09-1 - Planning, FH: Planning",0.0,Planning,Planning,0,0.0,0.0,0.0,0.0,HIA Ring,HIA09-1,F3,160,Brunswick East 12 B (BE12B),Medina,Survey,Survey,Survey,BE12B,,,,,,,,,,,,,,0,0,0,0.0,0.0,TBD,,"6.0",,,,,HINCKLEY,HIA09,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ODC 200,,,,,,329.96,6.0,54.99,,,0.0,,,,,,,0.04,0.0,0.04,<10%,6.0,0.04,0.0,154.0
377,BE12C,BE12C,0,false,false,HIA09-1,{},0,0,0,,0.0,,,0,,Medina Fiber,,0,,,,160,,,,HIA09,,,,,"7",0.0,0.0,0,,,,,0,0,,,,,,0,,"0.0",NO,0,No Permits,,,Planning,0,0,160,0,Planning,0.0,0,Planning,0.0,0,"Ring: HIA Ring - Planning, Feeder: HIA09-1 - Planning, FH: Planning",0.0,Planning,Planning,0,0.0,0.0,0.0,0.0,HIA Ring,HIA09-1,F3,160,Brunswick East 12 C (BE12C),Medina,Survey,Survey,Survey,BE12C,,,,,,,,,,,,,,0,0,0,0.0,0.0,TBD,,"6.0",,,,,HINCKLEY,HIA09,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ODC 200,,,,,,785.87,13.0,60.45,,,0.0,,,,,,,0.08,0.0,0.08,<10%,13.0,0.08,0.0,147.0
378,HK03B,HK03B,0,false,false,HIA09-2,{},0,0,0,,0.0,,,0,,Medina Fiber,,0,,,,92,,,,HIA09,,,,,"7",0.0,0.0,0,,,,,0,0,,,,,,0,,"0.0",NO,0,No Permits,,,Planning,0,0,92,0,Planning,0.0,0,Planning,0.0,0,"Ring: HIA Ring - Planning, Feeder: HIA09-2 - Planning, FH: Planning",0.0,Planning,Planning,0,0.0,0.0,0.0,0.0,HIA Ring,HIA09-2,F3,92,Hinckley 03 B (HK03B),Medina,Survey,Survey,Survey,HK03B,,,,,,,,,,,,,,0,0,0,0.0,0.0,TBD,,"6.0",,,,,HINCKLEY,HIA09,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ODC 200,,,,,,379.94,6.0,63.32,,,0.0,,,,,,,0.07,0.0,0.07,<10%,6.0,0.07,0.0,86.0
379,HK06A,HK06A,0,false,false,HIA09-2,{},0,0,0,On Hold,0.0,,,0,,Medina Fiber,,0,,,,219,,,34107,HIA09,"7/29/21",,,,"7",0.0,1.0,34107,,,,,0,0,,,,,,0,,"0.0",NO,0,No Permits,,,Detailed Design,3,3,219,0,Planning,0.0,0,Planning,0.0,34107,"Ring: HIA Ring - Planning, Feeder: HIA09-2 - Planning, FH: Detailed Design",0.0125,Detailed Design,Detailed Design,3,0.0,0.0,2.7375000000000003,0.025,HIA Ring,HIA09-2,F3,219,Hinckley 06 A (HK06A),Medina,Survey,Survey,Survey,HK06A,,,,,,,,,,,,,,0,641212,641212,641212.0,2927.91,TBD,,"6.0",,,,,HINCKLEY,HIA09,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ODC 200,,,,,,979.8799999999999,12.0,81.66,,,0.0,,,,,,,0.05,0.0,0.05,<10%,12.0,0.05,0.0,207.0
380,HK06B,HK06B,0,false,false,HIA09-2,{},0,0,0,,0.0,,,0,,Medina Fiber,,0,,,,191,,,,HIA09,,,,,"7",0.0,0.0,0,,,,,0,0,,,,,,0,,"0.0",NO,0,No Permits,,,Planning,0,0,191,0,Planning,0.0,0,Planning,0.0,0,"Ring: HIA Ring - Planning, Feeder: HIA09-2 - Planning, FH: Planning",0.0,Planning,Planning,0,0.0,0.0,0.0,0.0,HIA Ring,HIA09-2,F3,191,Hinckley 06 B (HK06B),Medina,Survey,Survey,Survey,HK06B,,,,,,,,,,,,,,0,0,0,0.0,0.0,TBD,,"6.0",,,,,HINCKLEY,HIA09,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ODC 200,,,,,,1437.76,25.0,57.51,,,0.0,,,,,,,0.13,0.0,0.13,>10%,25.0,0.13,0.0,166.0
